"FULFILLMENT SKU","IMAGE URL","NAME","SKU","UPC","WEIGHT UNITS","PRODUCT ID","QUANTITY","SHIPPING AMOUNT","TAX AMOUNT","UNIT PRICE","WEIGHT VALUE","MARKETPLACE","SHIPSTATION_ORDERNUMBER_AS_ID","ORDERNUMBER_SKU_AS_ID","ERROR"
"","http://ecx.images-amazon.com/images/I/51jI0RDkK4L.jpg","SLR BRANDS Rubber Comfortable Shower Beach Shoe Slip On Flip Flop Sandal (13, Navy Blue)","57-4R3X-A2VX","","","","1","2.66","0","7.99","","Amazon","113-7010214-6864221","113-7010214-6864221-57-4R3X-A2VX","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41d3kP59r6L.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XXL, Black Grey)","B076PNV184fba","","","","1","2.66","0","15.15","","Amazon","114-2471964-6190613","114-2471964-6190613-B076PNV184fba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB1275522461_.gif","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XXL, Purple)","B076TFPFTR","","","","1","2.66","0","15.15","","Amazon","114-2471964-6190613","114-2471964-6190613-B076TFPFTR","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51x0F6yPeuL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (11, Black)","B06Y5ZXRWCfba","","","","1","2.66","0","8.5","","Amazon","114-1759428-4182613","114-1759428-4182613-B06Y5ZXRWCfba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41d3kP59r6L.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XXL, Black Grey)","B076PNV184fba","","","","1","2.66","0","15.15","","Amazon","112-0057879-8581824","112-0057879-8581824-B076PNV184fba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51UXiMthuyL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (9, Grey)","B06Y5JFT4Bfbc","","","","1","2.66","0","8.5","","Amazon","113-1502196-0504244","113-1502196-0504244-B06Y5JFT4Bfbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/315Qq76Pp%2BL.jpg","Men's Slides Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (US 12, Black/Red)","FBM- SLR7422-BLK/RED-12","","","","1","2.66","0","12.99","","Amazon","112-0698007-7672215","112-0698007-7672215-FBM- SLR7422-BLK/RED-12","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51x0F6yPeuL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (12, Black)","B06Y5THB4Ffbc","","","","1","2.66","0","8.99","","Amazon","113-7214159-7713026","113-7214159-7713026-B06Y5THB4Ffbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51XQ0WrJEHL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (11, Navy)","B06Y5V7LTHfbm","","","","1","2.66","0","8.5","","Amazon","114-9230935-7540235","114-9230935-7540235-B06Y5V7LTHfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51XQ0WrJEHL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (12, Navy)","B06Y5SQ1PFfba","","","","1","2.66","0","8.99","","Amazon","113-3220537-8246602","113-3220537-8246602-B06Y5SQ1PFfba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51UXiMthuyL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (12, Grey)","B06Y5TTZ6Pfbc","","","","1","2.66","0","8.99","","Amazon","111-3732871-7481826","111-3732871-7481826-B06Y5TTZ6Pfbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51x0F6yPeuL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (11, Black)","B06Y5ZXRWCfba","","","","1","2.66","0","8.5","","Amazon","112-6468607-0512255","112-6468607-0512255-B06Y5ZXRWCfba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51UXiMthuyL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (11, Grey)","B06Y5WT6QSfbc","","","","1","2.66","0","8.5","","Amazon","112-6468607-0512255","112-6468607-0512255-B06Y5WT6QSfbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51XQ0WrJEHL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (13, Navy)","B06Y5SQ1PGfbm","","","","1","2.66","0","10.14","","Amazon","112-9770519-6565850","112-9770519-6565850-B06Y5SQ1PGfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41d3kP59r6L.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (Medium, Black Grey)","B076PQV4FSfbm","","","","1","2.66","0","15.15","","Amazon","113-5406441-5457822","113-5406441-5457822-B076PQV4FSfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41eEKENhWGL.jpg","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Rash Guard Athletic Tops","IX-OAUR-3S6X","","","","1","2.66","0","14.99","","Amazon","113-0749834-4685869","113-0749834-4685869-IX-OAUR-3S6X","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51XQ0WrJEHL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (13, Navy)","B06Y5SQ1PGfbm","","","","1","2.66","0","10.14","","Amazon","113-7135729-8709807","113-7135729-8709807-B06Y5SQ1PGfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/415p-UWJoeL.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XL, Turqoise)","B076PRYSNHfbm","","","","1","2.66","0","15.15","","Amazon","114-4257675-7704218","114-4257675-7704218-B076PRYSNHfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41KFxljGgTL.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XL, Navy Tuqoise)","B076V2P2GVfba","","","","1","2.66","0","15.15","","Amazon","114-4257675-7704218","114-4257675-7704218-B076V2P2GVfba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51XQ0WrJEHL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (12, Navy)","B06Y5SQ1PFfba","","","","1","2.66","0","8.99","","Amazon","111-0690328-8945851","111-0690328-8945851-B06Y5SQ1PFfba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51XQ0WrJEHL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (13, Navy)","B06Y5SQ1PGfbm","","","","1","2.66","0","10.14","","Amazon","114-1430212-2958629","114-1430212-2958629-B06Y5SQ1PGfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","","","","","","","","0","0","","","Amazon","114-1811099-7989833","114-1811099-7989833-A-1073","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/415p-UWJoeL.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XL, Turqoise)","B076PRYSNHfbm","","","","1","2.66","0","15.15","","Amazon","113-1190559-0527437","113-1190559-0527437-B076PRYSNHfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41KFxljGgTL.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XL, Navy Tuqoise)","B076V2P2GVfba","","","","1","2.66","0","15.15","","Amazon","113-1190559-0527437","113-1190559-0527437-B076V2P2GVfba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","https://i.ebayimg.com/00/s/MTA2MlgxNjAw/z/VAcAAOSw~HBZ7VHc/$_57.JPG?set_id=8800005007","Nebulizer Diffuser for Aromatherapy and Essential Oils - Waterless, Heatless etc","","","","","1","0","0","72.95","","eBay","136","136-A-1076","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41KFxljGgTL.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XXL, Navy Tuqoise)","B076THWZG1fba","","","","1","0","0","15.15","","Amazon","113-6639161-6271420","113-6639161-6271420-B076THWZG1fba","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51ho1eSwXzL.jpg","SLR Brands Football with Grip Technology Easy To Learn Football Perfect Football For Kids","1I-B2VS-LIHQ","","","","1","0","0","9.99","","Amazon","114-0520710-3741041","114-0520710-3741041-1I-B2VS-LIHQ","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41H0fdMFXML.jpg","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Large, Seafoam)","50-O2II-OM36","","","","1","0","0","14.99","","Amazon","111-8740466-2627447","111-8740466-2627447-50-O2II-OM36","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/31i93PN%2BHGL.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (Large, Pink)","B076PRJMR4fbm","","","","1","0","0","15.15","","Amazon","114-6641529-3371417","114-6641529-3371417-B076PRJMR4fbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41LSJwIFcVL.jpg","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Large, Neon Pink)","SW-EJVK-OKRV","","","","1","0","0","14.99","","Amazon","114-1290694-8421049","114-1290694-8421049-SW-EJVK-OKRV","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41dyAMZc-XL.jpg","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Large, Yellow)","TQ-7OZ5-U2SL","","","","1","0","0","14.99","","Amazon","114-1290694-8421049","114-1290694-8421049-TQ-7OZ5-U2SL","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41a%2BfuP66TL.jpg","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Rash Guard Athletic Tops (Large, Neon Green)","62-F926-QNEI","","","","1","0","0","14.99","","Amazon","114-1290694-8421049","114-1290694-8421049-62-F926-QNEI","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41eEKENhWGL.jpg","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Large, Purple)","TU-GN7S-OMYL","","","","1","0","0","14.99","","Amazon","114-1290694-8421049","114-1290694-8421049-TU-GN7S-OMYL","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51UXiMthuyL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (12, Grey)","B06Y5TTZ6Pfbc","","","","1","2.66","0","8.99","","Amazon","113-2646341-6882657","113-2646341-6882657-B06Y5TTZ6Pfbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51x0F6yPeuL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (12, Black)","B06Y5THB4Ffbc","","","","1","2.66","0","8.99","","Amazon","112-2472500-2985855","112-2472500-2985855-B06Y5THB4Ffbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51dVLahKhzL.jpg","SLR Brands Women's Quick Drying Aqua Water Shoes With Zipper (9, Black/Pink)","A6-I05X-ZPAD","","","","1","0","0","9.99","","Amazon","114-4533271-0241850","114-4533271-0241850-A6-I05X-ZPAD","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/413pSs%2BSUGL.jpg","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Medium, Teal)","U5-371Z-FEFI","","","","1","0","0","14.99","","Amazon","113-0210197-5597811","113-0210197-5597811-U5-371Z-FEFI","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51iz4vyIiWL.jpg","SLR BRANDS Mens Zipper Water Shoes (10, Black)","7Z-GFD1-0JRG","","","","1","0","0","9.99","","Amazon","113-7917904-0225009","113-7917904-0225009-7Z-GFD1-0JRG","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/415p-UWJoeL.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XL, Turqoise)","B076PRYSNHfbm","","","","1","0","0","15.15","","Amazon","111-1842545-4541039","111-1842545-4541039-B076PRYSNHfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB1275522461_.gif","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XXL, Purple)","B076TFPFTR","","","","1","0","0","15.15","","Amazon","111-8378731-2166616","111-8378731-2166616-B076TFPFTR","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/41wliRjndcL.jpg","SLR Brands Women's Flip Flops Rubber Thong Flip Flop Sandal for Women (Large (US 9-10), Black)","FBM-SLR2601-BLK-L","","","","1","0","0","7.99","","Amazon","113-3294120-9976248","113-3294120-9976248-FBM-SLR2601-BLK-L","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51XQ0WrJEHL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (11, Navy)","B06Y5V7LTHfbm","","","","2","0","0","8.5","","Amazon","111-5105692-9014621","111-5105692-9014621-B06Y5V7LTHfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51UXiMthuyL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (9, Grey)","B06Y5JFT4Bfbc","","","","1","0","0","8.5","","Amazon","111-5105692-9014621","111-5105692-9014621-B06Y5JFT4Bfbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51UXiMthuyL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (12, Grey)","B06Y5TTZ6Pfbc","","","","1","0","0","8.99","","Amazon","114-9224777-0691417","114-9224777-0691417-B06Y5TTZ6Pfbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51x0F6yPeuL.jpg","SLR BRANDS Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (12, Black)","B06Y5THB4Ffbm","","","","1","0","0","8.99","","Amazon","112-8542771-5453810","112-8542771-5453810-B06Y5THB4Ffbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","","","","","","","","0","0","","","Amazon","111-3402582-7210601","111-3402582-7210601-A-1097","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/415p-UWJoeL.jpg","SLR Brands Plus Size Cotton Stretchy Flowy Loose Fit Tunic Long Casual Beach Regular Dress with Pockets (XL, Turqoise)","B076PRYSNHfbm","","","","1","0","0","15.15","","Amazon","112-1179204-1302607","112-1179204-1302607-B076PRYSNHfbm","ssOIT: System.LimitException: Too many SOQL queries: 101"
"","http://ecx.images-amazon.com/images/I/51x0F6yPeuL.jpg","Men's Slide Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (10, Black)","B06Y5JDGDHfbc","","","","1","0","0","8.5","","Amazon","111-7857721-4269803","111-7857721-4269803-B06Y5JDGDHfbc","ssOIT: System.LimitException: Too many SOQL queries: 101"
