"CREATEDBYID","CREATEDDATE","ID","ISACTIVE","ISARCHIVED","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","NAME","PRICEBOOK2ID","PRODUCT2ID","PRODUCTCODE","SYSTEMMODSTAMP","UNITPRICE","USESTANDARDPRICE","PRICEBOOK_SKU_AS_ID__C","SKU_AS_ID__C"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhPxAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (9 M, Black)","01s3k000002UJ8oAAG","01t3k000005qcmgAAA","2U-RZQ3-VB48","2019-10-28T03:04:02.000Z","10.99","false","01s3k000002UJ8oAAG_2U-RZQ3-VB48","2U-RZQ3-VB48"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhMrAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (9 M, Black)","01s3k000002Tcq5AAC","01t3k000005qcmgAAA","2U-RZQ3-VB48","2019-10-28T03:03:26.000Z","10.99","false","01s3k000002Tcq5AAC_2U-RZQ3-VB48","2U-RZQ3-VB48"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhPyAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Large/XL, Black/White Elephant)","01s3k000002UJ8oAAG","01t3k000005qcmhAAA","2W-685L-2ISN","2019-10-28T03:04:02.000Z","17.99","false","01s3k000002UJ8oAAG_2W-685L-2ISN","2W-685L-2ISN"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhMsAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Large/XL, Black/White Elephant)","01s3k000002Tcq5AAC","01t3k000005qcmhAAA","2W-685L-2ISN","2019-10-28T03:03:26.000Z","17.99","false","01s3k000002Tcq5AAC_2W-685L-2ISN","2W-685L-2ISN"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRlAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Two Scents Droplet Nebulizing Diffuser - Waterless diffuser For Essential Oils and Aromatherapy | Wood Base, Glass Top And Touch | Fills Even Big Rooms In Minutes With Organic Aromas","01s3k000002UJ8oAAG","01t3k000005qcoUAAQ","B07PJ191H7","2019-10-28T03:04:02.000Z","49.95","false","01s3k000002UJ8oAAG_B07PJ191H7","B07PJ191H7"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOfAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Two Scents Droplet Nebulizing Diffuser - Waterless diffuser For Essential Oils and Aromatherapy | Wood Base, Glass Top And Touch | Fills Even Big Rooms In Minutes With Organic Aromas","01s3k000002Tcq5AAC","01t3k000005qcoUAAQ","B07PJ191H7","2019-10-28T03:03:26.000Z","49.95","false","01s3k000002Tcq5AAC_B07PJ191H7","B07PJ191H7"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRmAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (8 M, Navy)","01s3k000002UJ8oAAG","01t3k000005qcoVAAQ","B6-5Y6C-E7N7","2019-10-28T03:04:02.000Z","9.99","false","01s3k000002UJ8oAAG_B6-5Y6C-E7N7","B6-5Y6C-E7N7"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOgAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (8 M, Navy)","01s3k000002Tcq5AAC","01t3k000005qcoVAAQ","B6-5Y6C-E7N7","2019-10-28T03:03:26.000Z","9.99","false","01s3k000002Tcq5AAC_B6-5Y6C-E7N7","B6-5Y6C-E7N7"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRnAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Plus Size Cotton Stretchy Flowy Loose Fit Tunic Casual Beach Dress with Pocket (One Size Fits Most, Orange)","01s3k000002UJ8oAAG","01t3k000005qcoWAAQ","BI-4S5R-WNPT","2019-10-28T03:04:02.000Z","19.99","false","01s3k000002UJ8oAAG_BI-4S5R-WNPT","BI-4S5R-WNPT"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOhAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Plus Size Cotton Stretchy Flowy Loose Fit Tunic Casual Beach Dress with Pocket (One Size Fits Most, Orange)","01s3k000002Tcq5AAC","01t3k000005qcoWAAQ","BI-4S5R-WNPT","2019-10-28T03:03:26.000Z","19.99","false","01s3k000002Tcq5AAC_BI-4S5R-WNPT","BI-4S5R-WNPT"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRoAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Small, Neon Pink)","01s3k000002UJ8oAAG","01t3k000005qcoXAAQ","C0-66V3-ZNZS","2019-10-28T03:04:02.000Z","14.99","false","01s3k000002UJ8oAAG_C0-66V3-ZNZS","C0-66V3-ZNZS"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOiAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Small, Neon Pink)","01s3k000002Tcq5AAC","01t3k000005qcoXAAQ","C0-66V3-ZNZS","2019-10-28T03:03:26.000Z","14.99","false","01s3k000002Tcq5AAC_C0-66V3-ZNZS","C0-66V3-ZNZS"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRpAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR BRANDS Rubber Comfortable Shower Beach Shoe Slip On Flip Flop Sandal (10, White)","01s3k000002UJ8oAAG","01t3k000005qcoYAAQ","CS-4J08-RWKA","2019-10-28T03:04:02.000Z","7.99","false","01s3k000002UJ8oAAG_CS-4J08-RWKA","CS-4J08-RWKA"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOjAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR BRANDS Rubber Comfortable Shower Beach Shoe Slip On Flip Flop Sandal (10, White)","01s3k000002Tcq5AAC","01t3k000005qcoYAAQ","CS-4J08-RWKA","2019-10-28T03:03:26.000Z","7.99","false","01s3k000002Tcq5AAC_CS-4J08-RWKA","CS-4J08-RWKA"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRqAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (8 M, Black)","01s3k000002UJ8oAAG","01t3k000005qcoZAAQ","D1-BDF6-O2CX","2019-10-28T03:04:02.000Z","9.99","false","01s3k000002UJ8oAAG_D1-BDF6-O2CX","D1-BDF6-O2CX"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOkAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (8 M, Black)","01s3k000002Tcq5AAC","01t3k000005qcoZAAQ","D1-BDF6-O2CX","2019-10-28T03:03:26.000Z","9.99","false","01s3k000002Tcq5AAC_D1-BDF6-O2CX","D1-BDF6-O2CX"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRrAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (8 M, Grey)","01s3k000002UJ8oAAG","01t3k000005qcoaAAA","D7-AR57-OPHF","2019-10-28T03:04:02.000Z","10.99","false","01s3k000002UJ8oAAG_D7-AR57-OPHF","D7-AR57-OPHF"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOlAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (8 M, Grey)","01s3k000002Tcq5AAC","01t3k000005qcoaAAA","D7-AR57-OPHF","2019-10-28T03:03:26.000Z","10.99","false","01s3k000002Tcq5AAC_D7-AR57-OPHF","D7-AR57-OPHF"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRsAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Medium, Neon Pink)","01s3k000002UJ8oAAG","01t3k000005qcobAAA","DM-FYW5-6U86","2019-10-28T03:04:02.000Z","14.99","false","01s3k000002UJ8oAAG_DM-FYW5-6U86","DM-FYW5-6U86"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOmAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womens UV Sun Protection Long Sleeve Rashguard Swimwear Swimwear Rash Guard Athletic Tops (Medium, Neon Pink)","01s3k000002Tcq5AAC","01t3k000005qcobAAA","DM-FYW5-6U86","2019-10-28T03:03:26.000Z","14.99","false","01s3k000002Tcq5AAC_DM-FYW5-6U86","DM-FYW5-6U86"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRtAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Comfort Food Creations Burrito Wrap Novelty Blanket - Perfectly Round Tortilla Throw (5' Diameter)","01s3k000002UJ8oAAG","01t3k000005qcocAAA","DN-MNMI-NJQN","2019-10-28T03:04:02.000Z","19.99","false","01s3k000002UJ8oAAG_DN-MNMI-NJQN","DN-MNMI-NJQN"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOnAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Comfort Food Creations Burrito Wrap Novelty Blanket - Perfectly Round Tortilla Throw (5' Diameter)","01s3k000002Tcq5AAC","01t3k000005qcocAAA","DN-MNMI-NJQN","2019-10-28T03:03:26.000Z","19.99","false","01s3k000002Tcq5AAC_DN-MNMI-NJQN","DN-MNMI-NJQN"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRuAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Squishable / Comfort Food Avocado Plush - 15","01s3k000002UJ8oAAG","01t3k000005qcodAAA","DU-7UQU-NPC0","2019-10-28T03:04:02.000Z","28.99","false","01s3k000002UJ8oAAG_DU-7UQU-NPC0","DU-7UQU-NPC0"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOoAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Squishable / Comfort Food Avocado Plush - 15","01s3k000002Tcq5AAC","01t3k000005qcodAAA","DU-7UQU-NPC0","2019-10-28T03:03:26.000Z","28.99","false","01s3k000002Tcq5AAC_DU-7UQU-NPC0","DU-7UQU-NPC0"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRvAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Essential Oil Amber Glass Bottles 10ml Empty LOT SET Refillable W Orifice & Cap[12 Pack]","01s3k000002UJ8oAAG","01t3k000005qcoeAAA","ETY-BS-12","2019-10-28T03:04:02.000Z","10.99","false","01s3k000002UJ8oAAG_ETY-BS-12","ETY-BS-12"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOpAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Essential Oil Amber Glass Bottles 10ml Empty LOT SET Refillable W Orifice & Cap[12 Pack]","01s3k000002Tcq5AAC","01t3k000005qcoeAAA","ETY-BS-12","2019-10-28T03:03:26.000Z","10.99","false","01s3k000002Tcq5AAC_ETY-BS-12","ETY-BS-12"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRwAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Squishable / Mini Comfort Food Avocado Plush 7","01s3k000002UJ8oAAG","01t3k000005qcofAAA","F6-KFH0-KFGN","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_F6-KFH0-KFGN","F6-KFH0-KFGN"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOqAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Squishable / Mini Comfort Food Avocado Plush 7","01s3k000002Tcq5AAC","01t3k000005qcofAAA","F6-KFH0-KFGN","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_F6-KFH0-KFGN","F6-KFH0-KFGN"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRxAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (11 M, Navy)","01s3k000002UJ8oAAG","01t3k000005qcogAAA","fb","2019-10-28T03:04:02.000Z","7.99","false","01s3k000002UJ8oAAG_fb","fb"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOrAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (11 M, Navy)","01s3k000002Tcq5AAC","01t3k000005qcogAAA","fb","2019-10-28T03:03:26.000Z","7.99","false","01s3k000002Tcq5AAC_fb","fb"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRyAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Women's Flip Flops Rubber Thong Flip Flop Sandal for Women (Medium (US 7-8), Black)","01s3k000002UJ8oAAG","01t3k000005qcohAAA","FBM- SLR2601-BLK-M","2019-10-28T03:04:02.000Z","7.99","false","01s3k000002UJ8oAAG_FBM- SLR2601-BLK-M","FBM- SLR2601-BLK-M"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOsAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Women's Flip Flops Rubber Thong Flip Flop Sandal for Women (Medium (US 7-8), Black)","01s3k000002Tcq5AAC","01t3k000005qcohAAA","FBM- SLR2601-BLK-M","2019-10-28T03:03:26.000Z","7.99","false","01s3k000002Tcq5AAC_FBM- SLR2601-BLK-M","FBM- SLR2601-BLK-M"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhRzAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","Men's Slides Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (US 12, Black/Red)","01s3k000002UJ8oAAG","01t3k000005qcoiAAA","FBM- SLR7422-BLK/RED-12","2019-10-28T03:04:02.000Z","12.99","false","01s3k000002UJ8oAAG_FBM- SLR7422-BLK/RED-12","FBM- SLR7422-BLK/RED-12"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOtAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","Men's Slides Slip On Sandal Slipper Comfortable Shower Beach Shoe Flip Flop (US 12, Black/Red)","01s3k000002Tcq5AAC","01t3k000005qcoiAAA","FBM- SLR7422-BLK/RED-12","2019-10-28T03:03:26.000Z","12.99","false","01s3k000002Tcq5AAC_FBM- SLR7422-BLK/RED-12","FBM- SLR7422-BLK/RED-12"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS0AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Women's Flip Flops Rubber Thong Flip Flop Sandal for Women (Large (US 9-10), Black)","01s3k000002UJ8oAAG","01t3k000005qcojAAA","FBM-SLR2601-BLK-L","2019-10-28T03:04:02.000Z","7.99","false","01s3k000002UJ8oAAG_FBM-SLR2601-BLK-L","FBM-SLR2601-BLK-L"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOuAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Women's Flip Flops Rubber Thong Flip Flop Sandal for Women (Large (US 9-10), Black)","01s3k000002Tcq5AAC","01t3k000005qcojAAA","FBM-SLR2601-BLK-L","2019-10-28T03:03:26.000Z","7.99","false","01s3k000002Tcq5AAC_FBM-SLR2601-BLK-L","FBM-SLR2601-BLK-L"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS1AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Women's Flip Flops Rubber Thong Flip Flop Sandal for Women (X-Large (US 11), Black)","01s3k000002UJ8oAAG","01t3k000005qcokAAA","FBM-SLR2601-BLK-XL","2019-10-28T03:04:02.000Z","7.99","false","01s3k000002UJ8oAAG_FBM-SLR2601-BLK-XL","FBM-SLR2601-BLK-XL"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOvAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Women's Flip Flops Rubber Thong Flip Flop Sandal for Women (X-Large (US 11), Black)","01s3k000002Tcq5AAC","01t3k000005qcokAAA","FBM-SLR2601-BLK-XL","2019-10-28T03:03:26.000Z","7.99","false","01s3k000002Tcq5AAC_FBM-SLR2601-BLK-XL","FBM-SLR2601-BLK-XL"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS2AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR BRANDS Rubber Comfortable Shower Beach Shoe Slip On Flip Flop Sandal (12, White)","01s3k000002UJ8oAAG","01t3k000005qcolAAA","FBM-SLR-MFW140-WHT-12","2019-10-28T03:04:02.000Z","7.99","false","01s3k000002UJ8oAAG_FBM-SLR-MFW140-WHT-12","FBM-SLR-MFW140-WHT-12"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOwAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR BRANDS Rubber Comfortable Shower Beach Shoe Slip On Flip Flop Sandal (12, White)","01s3k000002Tcq5AAC","01t3k000005qcolAAA","FBM-SLR-MFW140-WHT-12","2019-10-28T03:03:26.000Z","7.99","false","01s3k000002Tcq5AAC_FBM-SLR-MFW140-WHT-12","FBM-SLR-MFW140-WHT-12"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS3AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR BRANDS Rubber Comfortable Shower Beach Shoe Slip On Flip Flop Sandal (11, Black)","01s3k000002UJ8oAAG","01t3k000005qcomAAA","FL-PN0I-V517","2019-10-28T03:04:02.000Z","7.99","false","01s3k000002UJ8oAAG_FL-PN0I-V517","FL-PN0I-V517"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOxAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR BRANDS Rubber Comfortable Shower Beach Shoe Slip On Flip Flop Sandal (11, Black)","01s3k000002Tcq5AAC","01t3k000005qcomAAA","FL-PN0I-V517","2019-10-28T03:03:26.000Z","7.99","false","01s3k000002Tcq5AAC_FL-PN0I-V517","FL-PN0I-V517"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS4AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (13 M, Black)","01s3k000002UJ8oAAG","01t3k000005qconAAA","FN-39VW-ZJNR","2019-10-28T03:04:02.000Z","11.99","false","01s3k000002UJ8oAAG_FN-39VW-ZJNR","FN-39VW-ZJNR"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOyAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Men's Slide Athletic Adjustable Slip On Sandal Slipper Comfortable Shower Beach Pool Shoe Flip Flop (13 M, Black)","01s3k000002Tcq5AAC","01t3k000005qconAAA","FN-39VW-ZJNR","2019-10-28T03:03:26.000Z","11.99","false","01s3k000002Tcq5AAC_FN-39VW-ZJNR","FN-39VW-ZJNR"
"0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","01u3k00000XuhS5AAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:04:02.000Z","SLR Brands Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Large/XL, Turqoise/Black)","01s3k000002UJ8oAAG","01t3k000005qcooAAA","GT-2WLJ-HBN8","2019-10-28T03:04:02.000Z","17.99","false","01s3k000002UJ8oAAG_GT-2WLJ-HBN8","GT-2WLJ-HBN8"
"0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","01u3k00000XuhOzAAJ","false","false","false","0053k00000A4tazAAB","2019-10-28T03:03:26.000Z","SLR Brands Womans Colorblock Pocket Casual Tie Waist Yoga Jogger Pants (Large/XL, Turqoise/Black)","01s3k000002Tcq5AAC","01t3k000005qcooAAA","GT-2WLJ-HBN8","2019-10-28T03:03:26.000Z","17.99","false","01s3k000002Tcq5AAC_GT-2WLJ-HBN8","GT-2WLJ-HBN8"
