"ErrorDescription";"Pricebook2Id";"Product2Id";"UnitPrice";"sku_as_id__c"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"K3-1FQ6-LTJ0"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"8.41";"KJ-L4KR-DI6W"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"L4-AU9R-I4ZZ"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"LL-NGCK-H1AY"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"M5-NGRL-FVD5"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"7.99";"MH-7N8M-9I54"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"509.99";"MT-FA8I-HZCD"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"MZ-A1CU-C3VR"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"9.99";"N1-DP0R-CEFV"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"11.99";"NL-LYI8-PGWQ"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"NN-SOSL-K53B"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"PE-RACV-E8FT"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"9.99";"PF-BFIT-5WDQ"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"PF-YDWR-5LG9"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"29.95";"PU-0F55-0D8K"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"9.99";"PY-T3LI-B3PY"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"PY-X7NL-L8PF"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"QF-THRA-D9Y0"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"6.99";"QL-TZO2-IG5M"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"RG-OP4H-YCR1"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"SP-79LM-EZWX"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"SV-8SE2-GM2U"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"7.99";"SW-70M8-26AJ"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"SW-EJVK-OKRV"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"T9-JX0W-3401"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"TL-NVI9-FFAG"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"TQ-7OZ5-U2SL"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"TU-GN7S-OMYL"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"TU-SB8I-MPLC"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"TV-FC8A-93HT"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"U5-371Z-FEFI"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"11.18";"U9-KQEC-BZEK"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"14.99";"UK-WAKJ-AFUW"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"3";"UQ-GAIX-Z3C7"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"VG-E7HQ-0M3D"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"VJ-PKRQ-JNP8"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"69.99";"VX-18SJ-BCQK"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"9.99";"X1-U5YJ-8JR0"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"X7-SEJ5-6HIV"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"XV-RBU8-5R55"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"XZ-YNBL-89NN"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"7.99";"Y5-TSEB-JLV4"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"9.99";"YR-LUZJ-RIVM"
"Required fields are missing: [Product2Id]";"01s4T000001qIGbQAM";"";"12.99";"ZJ-39GB-BJRV"
